names	edited_features	longest_gene_isoform
AT1G30450	1488	6908
AT2G23550	17	1785
AT5G55810	101	2433
AT1G10680	4	5584
AT4G23750	1408	1910
AT2G24600	63	2559
AT5G01760	10	2617
AT2G25760	2809	4813
AT1G12680	1031	3388
AT3G13010	9	1976
AT5G10780	1888	1867
AT2G05230	2553	3357
AT2G47170	6051	2244
AT4G35450	2882	2632
AT1G49405	7	1148
AT1G54115	1316	2606
AT1G61960	284	1810
AT5G58670	14	2772
AT2G17010	13	3223
AT2G14720	2821	3957
AT3G53000	358	2225
AT2G04037	277	588
AT5G06100	277	2892
AT2G44510	380	2217
AT3G54810	550	2697
AT2G30200	1475	2828
AT4G14713	470	3043
AT2G20530	2805	2050
AT1G05170	568	3274
AT5G57480	113	2132
AT3G26920	381	2213
AT1G15002	13	2055
AT2G34830	3	3107
AT5G40330	8	1936
AT1G53520	455	1662
AT1G04210	2576	5364
AT5G04920	839	3058
AT1G17650	311	2705
AT2G39640	76	1952
AT1G19380	44	984
AT4G25330	16	957
AT3G18970	301	2114
AT1G69080	12	1590
AT1G76850	2439	6628
AT3G62380	1	1512
AT1G69050	123	831
AT3G20865	18	458
AT1G75090	872	2318
AT5G64430	1073	2260
AT5G59865	9	750
AT2G30550	160	2799
AT1G12110	72	4378
AT2G43790	1671	2742
AT3G08655	3	231
AT3G62580	1269	1142
AT2G35170	213	2484
AT1G73100	801	2998
AT5G01940	147	1601
AT5G20160	4203	1532
AT2G31880	211	2107
AT5G66170	113	1134
AT3G04350	787	3153
AT2G44120	9071	2326
AT2G32090	456	1671
AT4G34135	8	2214
AT4G10110	368	1517
AT2G40930	2067	6216
AT3G07750	787	2343
AT5G13400	881	2576
AT3G16210	14	1245
AT3G06510	1412	3857
AT3G52820	33	3225
AT5G39520	1	1831
AT3G25400	1268	1421
AT1G78770	824	4528
AT5G51290	482	4453
AT2G07355	5	345
AT5G08260	8092	4383
AT1G24792	57	1693
AT1G36310	1638	1778
AT5G20970	228	1201
AT4G34139	4	1014
AT1G78780	799	1890
AT1G16080	682	1765
AT3G17850	2970	7120
AT3G01390	1727	1630
AT5G52850	194	2681
AT1G66240	1486	1303
AT3G24230	1343	3071
AT2G38730	659	1847
AT3G12620	354	2405
AT2G43310	47	787
AT5G55930	56	3391
AT1G64150	83	3890
AT4G05590	22	1619
AT4G34510	102	2070
AT3G61690	2118	6569
AT1G69210	414	1620
AT3G30213	1	2782
AT3G05545	1657	3557
AT1G69120	6	4055
AT4G39730	2316	1094
AT2G20340	227	3122
AT2G35360	154	1956
AT5G46050	152	4223
AT3G49010	19136	1992
AT5G34905	235	424
AT1G52740	6044	1249
AT1G61260	106	1873
AT1G75390	1949	1310
AT1G66340	1049	3594
AT3G22072	1	851
AT3G12890	51	1335
AT1G50830	854	2758
AT5G04640	57	1163
AT1G54170	1479	5026
AT1G04635	116	724
AT1G73500	324	1552
AT3G27310	1081	2154
AT4G14723	187	1002
AT1G04153	6	459
AT5G09260	345	2055
AT4G03990	1	1355
AT2G25350	348	3697
AT3G10010	644	6815
AT4G33410	1578	2638
AT1G65820	983	1908
AT2G30470	1266	4849
AT5G20980	447	5559
AT1G60570	1	1145
AT4G16143	2869	3665
AT5G04705	1	1146
AT3G47836	410	1589
AT2G01422	16	794
AT1G66080	659	1369
AT1G02060	424	2224
AT2G05205	4	1279
AT1G09440	616	2634
AT3G58020	229	1969
AT5G41620	205	2869
AT4G38280	459	1567
AT2G07704	11	723
AT3G22760	300	3836
AT1G08987	3	73
AT1G20200	3890	3345
AT5G50940	22	1901
AT1G50840	1091	5530
AT2G14740	1778	4043
AT1G56140	524	6586
AT2G13290	588	2276
AT4G13020	1062	4157
AT5G50580	3008	2412
AT1G75990	1216	2444
AT2G31600	214	2200
AT3G09005	5	194
AT2G21130	1507	1083
AT1G51310	369	2867
AT5G19875	74	1097
AT5G52300	1	2510
AT2G25720	359	660
AT1G62280	49	1566
AT5G02490	22805	2792
AT2G13360	453	2669
AT5G13205	24	4070
AT1G43775	2	4254
AT3G13260	1	1247
AT2G18860	159	2064
AT5G57150	73	2767
AT1G04967	1	381
AT5G07225	318	1606
AT1G12740	1	2666
AT1G51000	3	256
AT1G03820	66	1126
AT2G27350	1099	4755
AT5G64640	568	2706
AT5G58375	567	899
AT5G43390	1	2165
AT5G48655	1119	2766
AT2G06050	1815	3261
AT1G17745	1135	4383
AT2G33210	4078	4005
AT1G32410	434	1776
AT2G22180	1	1398
AT1G78290	70	2288
AT1G77920	58	2702
AT3G13060	468	3620
AT2G15160	1	1912
AT2G40620	980	2765
AT4G30370	48	1059
AT1G47250	762	2083
AT1G43860	711	3725
AT4G21910	8946	5946
AT4G20947	1	276
AT3G62950	8	863
AT3G15990	765	3910
AT3G02180	1886	1224
AT3G53880	505	2174
AT1G50710	907	3293
AT1G14250	63	3142
AT3G22270	2018	4667
AT2G25210	3681	697
AT2G13370	2040	12506
AT2G04865	1873	3411
AT1G78540	388	3891
AT3G11930	41	1574
AT5G44680	1396	2092
AT1G25270	31	2183
AT4G23880	9	1106
AT1G07630	624	2884
AT4G08780	130	4185
AT5G48610	613	4518
AT2G07751	108	356
AT1G76080	170	1800
AT3G58600	590	2777
AT1G05600	265	1931
AT2G17290	723	3332
AT4G11360	118	1008
AT4G34881	459	965
AT3G59890	897	2648
AT5G45276	120	1682
AT2G39460	12731	1992
AT1G36060	566	1840
AT4G03280	1911	1717
AT3G05355	45	86
AT3G53730	5536	1130
AT3G23100	293	5718
AT3G14090	172	2599
AT2G25520	5376	1742
AT4G21060	523	4130
AT3G25545	609	1846
AT4G32390	5206	1625
AT5G39730	1363	1389
AT3G12390	3739	1552
AT1G49245	328	928
AT4G08300	5	3529
AT1G10030	960	2200
AT1G73560	117	776
AT1G75600	25	920
AT1G09293	2	312
AT4G31650	260	2560
AT5G22980	351	2625
AT4G23330	490	3308
AT3G20470	2981	1059
AT1G07470	1135	3189
AT2G24390	193	1441
AT1G65070	498	3779
AT1G16130	12	2919
AT2G26550	414	2427
AT5G63500	131	510
AT1G03470	309	1825
AT5G27540	2937	5038
AT5G21105	1637	5381
AT5G46640	362	2555
AT3G02650	1552	2091
AT5G60140	4344	1651
AT1G46552	41	4593
AT1G42410	9	2346
AT5G44340	11596	2014
AT3G20050	7783	4276
AT1G29940	1847	7817
AT2G14690	2	2254
AT1G21810	337	2848
AT2G02900	1	72
AT5G25754	6998	3964
AT2G40990	24	1933
AT5G05830	384	1416
AT1G31930	2324	4273
AT4G28440	3059	1490
AT5G36002	3	1810
AT1G80000	748	4516
AT4G07518	2	2694
AT1G21270	10	3734
AT3G04445	1	1124
AT3G13490	710	3687
AT3G29720	1	1951
AT2G28030	2	1178
AT2G35020	744	4198
AT2G20480	137	1492
AT2G04880	1550	2693
AT5G07080	11	1984
AT2G11310	1	5763
AT2G37550	1087	2523
AT2G42240	420	2787
AT2G25840	498	3678
AT5G52820	1307	3158
AT3G44860	5	1863
AT5G66180	402	2216
AT3G10780	402	1230
AT2G21500	233	2799
AT2G43040	689	3673
AT5G48385	7261	3517
AT5G47250	146	3187
AT5G45800	1157	3721
AT1G65000	221	1876
AT1G02020	503	2502
AT1G21440	1281	2192
AT1G09680	141	2091
AT1G20015	2	88
AT2G17260	109	3646
AT5G26820	713	3589
AT3G50070	4489	1700
AT3G20870	905	3520
AT1G47710	1425	3234
AT1G58643	5	2810
AT4G34700	4476	2296
AT1G04090	48	2413
AT5G61445	1	72
AT3G08910	653	1977
AT1G65720	3942	1421
AT3G12590	1364	8174
AT5G28020	144	2535
AT2G26310	196	2867
AT1G30090	558	2049
AT1G32210	2664	2214
AT3G19300	301	3262
AT1G05550	1270	2958
AT4G26410	1275	2488
AT1G69020	196	3325
AT2G43920	8	2344
AT4G02700	342	4628
AT5G63130	28	1764
AT1G16160	3	2735
AT1G15310	681	3167
AT3G28880	56	2279
AT1G68410	482	3395
AT1G48870	99	4282
AT1G03900	1334	2020
AT2G01730	91	3530
AT5G11520	1227	2908
AT5G18180	66	1200
AT2G30070	1344	3805
AT2G40815	452	1740
AT2G07711	143	2285
AT1G72930	10	1224
AT4G26288	2	845
AT5G43030	2	1857
AT4G03090	1435	5268
AT2G16940	3856	4857
AT3G10480	1123	3501
AT3G49540	58	988
AT4G31380	40	374
AT3G57800	857	4122
AT5G44690	2	2955
AT1G66140	17	2287
AT3G08505	149	2171
AT3G51030	154	1191
AT4G35240	1276	6138
AT1G10270	1348	3061
AT5G58610	80	5315
AT3G59680	75	2128
AT3G63030	821	1341
AT2G08120	3	521
AT4G22300	430	2013
AT5G66620	98	3757
AT1G20910	737	4293
AT3G12730	23	1692
AT1G18720	1898	2630
AT2G29750	1	2004
AT4G13880	96	2810
AT5G57035	522	3341
AT1G15360	6	1468
AT1G30080	58	2440
AT3G05620	49	2330
AT1G13040	278	2364
AT1G21680	571	2540
AT3G26800	16	605
AT5G60430	180	1820
AT5G60030	875	1158
AT3G25826	45	2260
AT5G10770	1421	2550
AT1G27370	620	3427
AT5G17300	181	2766
AT1G25209	54	1582
AT1G74900	56	1734
AT5G51730	235	2355
AT1G04240	117	1540
AT4G19050	27	4137
AT2G35820	159	1741
AT3G21670	217	2448
AT3G54540	2599	3146
AT4G24740	1102	3377
AT5G62570	424	3366
AT1G11690	10	743
AT3G20140	2	1752
AT5G38895	106	2162
AT2G17560	5444	1622
AT2G44560	6	1976
AT1G70630	227	3108
AT1G44760	8113	1965
AT2G22300	1268	5423
AT3G13330	1729	10728
AT5G21950	340	2262
AT2G22650	135	2486
AT2G46700	698	4159
AT1G73080	8536	3964
AT1G06510	169	1612
AT1G02800	6698	3034
AT1G76360	5	3683
AT5G08130	1921	4248
AT4G17420	513	2353
AT1G78820	62	1835
AT2G47040	58	2344
AT2G22080	3990	1810
AT3G02750	1016	3355
AT3G09600	30	2778
AT1G52230	2492	870
AT2G30480	164	6357
AT4G24940	1142	2713
AT5G53900	257	2291
AT4G02430	417	3289
AT3G06600	93	4890
AT5G16110	2757	2318
AT2G42880	1333	4212
AT1G79900	93	1981
AT1G29630	577	4378
AT5G10940	990	5751
AT2G22910	562	3246
AT4G24570	201	1191
AT4G17490	58	1337
AT1G71110	270	3216
AT5G19850	76	1989
AT1G33120	23969	1668
AT4G02840	2304	1968
AT1G10830	303	2068
AT1G74710	104	3882
AT3G28685	1	72
AT4G39030	373	3787
AT1G50570	1428	2134
AT2G47560	128	1011
AT4G37440	915	2901
AT1G54940	7	3151
AT1G17050	156	2468
AT5G16410	2	2015
AT4G40050	1329	3127
AT2G45270	302	3464
AT2G41350	429	2706
AT2G05330	2	925
AT1G27620	6	2413
AT5G52000	1	2173
AT2G35530	1072	3773
AT2G43535	143	866
AT2G35680	2194	2412
AT2G21490	2	1135
AT5G14320	1708	1763
AT2G04041	385	563
AT1G71760	105	1299
AT3G22230	7735	1061
AT3G21140	1091	3036
AT1G30290	478	2611
AT1G71410	1106	5006
AT5G10180	84	4119
AT1G56600	18	2098
AT4G13885	56	1843
AT4G01570	572	2468
AT5G05770	5	428
AT5G06060	1136	2087
AT5G27990	773	1779
AT1G53025	396	3255
AT5G13890	857	2309
AT5G02244	763	647
AT3G05330	724	3052
AT1G08680	1288	6378
AT2G22070	127	2869
AT5G03355	10	2173
AT4G26000	1175	2772
AT5G27320	62	2301
AT1G61520	6534	1519
AT5G54170	485	2611
AT2G28320	563	5023
AT1G69960	845	1976
AT4G11230	19	5154
AT3G57000	1732	2114
AT1G48930	2	3125
AT4G07410	2321	4724
AT5G19590	1937	1734
AT3G16740	785	1681
AT3G11120	2743	465
AT1G24490	686	3076
AT3G55360	3796	2168
AT3G27750	124	1066
AT4G35350	61	1595
AT1G16540	284	6118
AT2G24030	19	2003
AT3G30300	2816	3478
AT1G75110	690	2028
AT3G18010	24	2720
AT4G12650	6374	2892
AT3G47790	4	4412
AT4G00860	2127	1282
AT5G09210	5	2976
AT3G10890	126	1668
AT4G36650	695	2623
AT1G53035	152	1011
AT1G60545	6	2936
AT5G49460	3351	4054
AT1G62570	168	3408
AT5G28540	30658	3435
AT2G29350	4	1642
AT2G20350	1	678
AT2G35605	1544	1235
AT1G17620	1165	1467
AT4G08960	1250	2238
AT4G00440	875	5051
AT2G21770	225	5353
AT2G32270	1	2860
AT3G58150	24	1322
AT5G27120	3309	3204
AT2G19110	974	7772
AT2G21040	26	1153
AT4G01190	3	2268
AT5G45275	416	3191
AT5G39850	2027	1565
AT2G21640	84	1365
AT1G15660	2109	4348
AT2G32160	2	4223
AT1G48580	240	2974
AT1G01320	1827	9510
AT4G04670	519	4786
AT3G06860	3110	4622
AT1G42430	1052	3295
AT5G08650	567	7279
AT3G06620	618	5286
AT3G57500	242	787
AT2G37120	1787	997
AT1G11390	518	3244
AT2G21320	164	1724
AT4G33490	572	2234
AT3G47380	30	985
AT1G23350	15	1244
AT3G26100	1083	3594
AT2G34220	27	3320
AT3G45850	1522	6029
AT5G46330	286	4333
AT5G47229	2	155
AT3G62070	249	1049
AT2G04440	1	1218
AT1G06583	8	622
AT4G07825	1662	1591
AT1G17960	103	2941
AT1G31530	565	1280
AT1G07090	274	1086
AT5G62680	511	2923
AT2G39420	75	2973
AT5G52960	341	1418
AT4G25620	372	2576
AT3G58300	2	626
AT2G43850	151	3000
AT3G16700	112	2100
AT2G02525	116	322
AT5G67570	679	3202
AT1G68670	1113	2317
AT2G36720	1576	6372
AT1G30870	1	1605
AT4G17640	1115	2212
AT5G46720	26	758
AT1G06757	2	346
AT1G60700	312	2713
AT5G35945	25	611
AT1G80680	2358	4998
AT4G35040	715	2672
AT1G36940	13	1636
AT4G19700	888	1335
AT4G27660	179	1089
AT1G32240	100	5129
AT3G15518	3	642
AT2G45970	4002	2644
AT3G27570	1412	2968
AT2G42980	66	1774
AT1G77940	10286	1547
AT5G48970	454	2933
AT2G24160	33	2604
AT2G35660	7	1989
AT4G23300	3	3149
AT3G15160	863	4142
AT1G48430	815	4241
AT2G06805	1	235
AT1G02405	60	753
AT1G18690	138	3662
AT5G05545	9	620
AT3G23840	76	1763
AT5G36420	3917	356
AT3G07120	13	1263
AT1G73965	10	841
AT4G03811	1	513
AT5G47900	49	3121
AT2G02170	667	2602
AT3G56160	582	4362
AT3G05630	32	5163
AT1G01520	54	2028
AT1G11440	106	1534
AT2G45160	1003	2589
AT5G01910	327	1287
AT1G68890	673	9860
AT3G47640	182	2259
AT3G19520	1102	2758
AT2G33560	676	2453
AT4G29400	142	2000
AT2G43090	4732	1570
AT2G04340	380	2104
AT5G66840	218	2682
AT3G09550	10	3264
AT2G15292	1560	1252
AT3G03155	1	195
AT5G25420	8	3358
AT2G21560	144	1372
AT3G02560	6173	1677
AT4G27780	827	2385
AT4G11310	24	2004
AT2G38390	1	1992
AT5G61800	86	1628
AT2G19340	9	2189
AT5G40440	313	3199
AT5G58070	934	1355
AT3G25890	506	2178
AT5G44400	2	2370
AT4G17914	2	784
AT4G33210	2596	5590
AT1G04193	1	116
AT5G67250	2784	2718
AT4G15630	477	1615
AT5G18850	104	897
AT1G56680	6	1240
AT1G33600	102	3752
AT5G43930	848	4287
AT5G18880	1	887
AT1G53790	99	2383
AT3G03080	4	2007
AT1G78870	977	2235
AT1G75950	8971	1377
AT4G15620	530	2010
AT5G41170	29	2098
AT2G21280	246	2640
AT5G29408	3	2552
AT1G25230	132	2242
AT1G80470	13	1967
AT3G60320	877	3643
AT3G12140	1601	3674
AT1G28520	2185	2907
AT3G55800	1874	2346
AT4G18100	13800	1179
AT5G41350	448	2523
AT3G05110	121	1612
AT1G13790	1151	3655
AT3G01060	200	2278
AT5G03820	1	1928
AT3G28180	167	3554
AT1G57560	343	1445
AT1G18500	2072	4114
AT3G09860	2320	1257
AT1G04700	187	4861
AT1G76060	242	750
AT4G09570	1113	2939
AT5G45115	87	895
AT4G09335	3	363
AT3G17100	1231	1597
AT1G04140	3578	5087
AT1G76820	730	4993
AT1G65080	156	4308
AT3G62550	32	1543
AT3G25780	259	1930
AT4G14940	11	2687
AT2G01150	378	1040
AT4G29270	4	1271
AT3G02760	4407	3678
AT4G35690	4	1163
AT5G58760	115	3257
AT2G14115	85	843
AT2G33540	741	5791
AT5G39810	2	1180
AT5G62520	9	1963
AT1G08380	3184	1131
AT1G65250	140	1632
AT3G23130	690	1116
AT2G02480	897	4980
AT3G09090	2308	5232
AT2G05240	14	4107
AT5G42955	371	482
AT1G66320	1	1825
AT5G24580	647	2283
AT1G35290	9	1332
AT3G45800	9	1652
AT3G45020	221	1302
AT2G20010	863	3968
AT1G17600	2	5178
AT2G33200	6	1130
AT5G60615	7	810
AT5G35756	1	5804
AT3G26020	775	3285
AT5G46590	104	1794
AT2G42200	406	2502
AT2G18950	1237	3314
AT3G10570	532	2095
AT1G34550	1299	5950
AT4G15020	2402	3387
AT2G36590	56	2667
AT5G54720	6	1501
AT5G21482	608	3698
AT1G20800	5	1522
AT2G32830	14	2157
AT3G61170	87	2668
AT4G34850	17	1625
AT4G31760	50	1464
AT1G64790	4790	18414
AT5G01445	72	760
AT2G19520	5827	3886
AT5G53090	198	2348
AT4G25310	3	2273
AT3G13950	1	1628
AT2G41225	36	508
AT2G25710	702	2864
AT1G09100	1180	2835
AT2G07792	2	74
AT4G11670	556	8747
AT3G26110	6	681
AT1G69700	1392	1680
AT4G19460	995	1874
AT2G07672	13	1319
AT2G42160	468	2854
AT3G57110	20	756
AT4G34970	19	1251
AT3G26160	1	1606
AT3G06995	1	155
AT2G14960	58	2478
AT3G06060	602	2547
AT2G26940	2	1184
AT1G50330	2	837
AT3G16800	14	2244
AT5G51440	103	1253
AT1G76730	246	2105
AT4G19430	53	811
AT2G22330	35	2991
AT2G38160	435	2385
AT3G58900	250	2035
AT1G61030	572	4555
AT5G58040	3098	5514
AT3G02410	20	5278
AT4G34660	838	3304
AT5G38860	368	2225
AT1G67310	1757	4944
AT1G75220	1261	4108
AT1G25480	251	2799
AT5G16640	86	2096
AT3G16320	237	5421
AT5G02450	9109	1671
AT3G13920	17563	2832
AT2G15200	1	3932
AT2G13116	1	605
AT4G14440	1296	1344
AT3G26420	1	4488
AT5G25470	536	2073
AT5G12250	4176	2686
AT1G59530	2	518
AT4G37340	8	2014
AT4G04077	1	825
AT3G52285	3	71
AT1G04780	2481	3240
AT1G21520	15	908
AT4G19890	332	2513
AT2G22010	1362	6352
AT5G64780	97	1715
AT3G13200	2328	2073
AT1G56330	4416	2053
AT2G27535	57	863
AT3G60620	412	2434
AT3G17020	3224	1746
AT3G27900	13	1413
AT3G02170	1654	3948
AT1G62085	484	2601
AT1G59870	262	5703
AT2G17220	525	2553
AT1G62530	2	2124
AT4G15710	24	2229
AT3G13224	737	2683
AT3G62460	1539	985
AT1G11570	35	962
AT5G48100	23	3417
AT1G24735	9	1781
AT4G22250	385	1108
AT5G47330	45	2169
AT2G46140	543	1646
AT5G19200	163	2284
AT5G17380	1526	2153
AT2G32600	1086	2213
AT2G47050	79	1114
AT2G08510	3	201
AT5G63930	371	4924
AT5G45760	252	2169
AT1G28660	31	1940
AT4G11080	1363	3221
AT3G21500	284	3161
AT1G20440	424	2464
AT4G12980	792	2012
AT2G25295	1	608
AT1G50790	316	2815
AT5G48360	3863	2956
AT1G30825	375	2323
AT5G28430	48	1679
AT3G17710	88	1283
AT2G29660	988	1847
AT4G22270	120	2818
AT3G12610	3658	1672
AT4G14990	1279	4249
AT3G26250	5	1472
AT5G27110	200	2094
AT5G40530	303	1850
AT3G52640	2320	5759
AT2G04030	5727	4390
AT3G16920	59	1788
AT1G59835	179	476
AT1G09280	673	3262
AT2G03710	33	2607
AT4G31070	58	2852
AT5G04060	700	3029
AT5G45420	1567	2660
AT4G31720	1175	2635
AT2G14080	41	4783
AT3G07555	873	562
AT5G35760	46	980
AT5G06270	991	1715
AT3G60140	23	4284
AT5G49620	5	2395
AT1G80400	406	2399
AT1G04455	1	353
AT4G09365	4	196
AT1G08473	1	414
AT5G22720	2	1609
AT3G07810	1577	3699
AT5G24370	2	575
AT1G28770	11	71
AT4G34730	151	4587
AT1G11300	27	3264
AT5G04160	682	2273
AT1G60920	2	669
AT1G53840	3288	2391
AT1G07840	880	2683
AT3G17880	656	2940
AT1G60140	1040	4806
AT1G49340	5139	12620
AT1G01120	1011	2051
AT1G10865	246	1769
AT4G27650	345	4749
AT3G17712	792	3425
AT1G26560	1100	3755
AT1G20730	26	1437
AT5G11680	480	2104
AT4G36760	798	3766
AT5G15430	3	2169
AT4G15770	1873	1049
AT3G13670	4213	4394
AT1G67280	1193	2456
AT1G55990	6	464
AT2G19680	893	2009
AT5G23960	991	2440
AT3G47860	862	1751
AT3G62190	424	1748
AT3G05400	159	4773
AT5G65250	520	1717
AT4G20935	119	819
AT1G47210	616	2223
AT1G45215	778	548
AT1G50659	3	993
AT3G62780	1	1276
AT2G01970	3839	3101
AT2G23050	30	2135
AT4G35685	211	1005
AT1G58380	17252	1355
AT3G61620	687	2883
AT2G26460	963	4138
AT2G39960	2130	2422
AT1G11112	52	764
AT5G05920	452	2320
AT5G13020	2541	3784
AT5G42020	27704	3351
AT5G40390	158	4004
AT5G54760	2350	1964
AT3G26690	103	1528
AT2G34810	1082	2046
AT3G03860	1048	2623
AT1G27435	1480	1377
AT3G57010	25	1881
AT2G05250	2562	3366
AT5G43660	70	2513
AT3G14560	2048	1152
AT2G41160	965	2947
AT1G10820	649	4166
AT5G04970	1	3082
AT5G11140	3	958
AT5G14330	1	824
AT2G15345	1	658
AT4G04370	221	2261
AT5G10965	56	4170
AT5G46840	1734	2223
AT4G25020	870	1643
AT1G70610	275	4604
AT5G42440	90	1675
AT1G56480	1	2639
AT2G46220	191	1541
AT5G09790	376	2228
AT2G43340	1178	1036
AT1G12880	419	1666
AT2G41400	3	663
AT2G22630	1	3956
AT2G37670	43	3586
AT1G52565	28	1138
AT1G55970	492	5901
AT5G39050	135	2036
AT2G38090	763	2513
AT5G49870	2	2794
AT1G22700	655	1978
AT1G18370	2607	4928
AT3G11840	7	1630
AT5G18020	12	602
AT4G04340	2496	4403
AT5G18730	20	2644
AT5G26751	3867	3099
AT3G06420	75	1407
AT5G51740	522	2380
AT1G09290	426	2323
AT4G17380	38	5451
AT1G14600	131	2651
AT4G00720	2802	3891
AT1G57600	364	4710
AT3G06730	493	2001
AT1G58561	7	4571
AT3G26070	1564	2016
AT1G02670	84	4377
AT5G27250	8	1341
AT5G49030	1442	8353
AT3G20430	488	2141
AT3G04355	3	183
AT3G06840	384	1180
AT1G10940	2080	2939
AT4G19530	11	5538
AT5G27780	2	642
AT3G53930	406	4664
AT2G16800	642	1695
AT4G02750	341	2600
AT3G04854	33	715
AT4G26590	1460	3172
AT4G19020	622	6802
AT3G53720	6	4635
AT5G65700	6107	3702
AT5G42232	166	499
AT4G29960	977	1859
AT5G22480	1098	5362
AT1G08400	245	3029
AT4G34103	23	331
AT1G30000	712	3402
AT3G27270	18	3077
AT1G06470	688	4868
AT1G07795	1	824
AT4G38030	6	3657
AT3G01316	2	74
AT5G39020	6	2676
AT5G60580	175	3409
AT3G61870	580	1646
AT1G47530	890	2908
AT1G15560	1	1659
AT1G18550	843	3146
AT4G00630	1910	6851
AT1G71380	105	2211
AT5G05220	1	771
AT3G62250	17902	991
AT2G30410	1596	2652
AT5G25150	1229	5295
AT5G35830	1	1103
AT1G13570	640	2298
AT3G10670	714	2442
AT2G11810	9	3648
AT3G04020	189	2187
AT2G01220	774	3588
AT5G12100	683	2833
AT2G31300	537	4022
AT4G25350	74	3664
AT3G46610	489	2712
AT5G05520	1108	2617
AT5G62400	15	1050
AT3G25880	3	928
AT4G29050	5	2365
AT4G01995	106	1849
AT1G73050	1	1969
AT1G28760	619	1802
AT4G14104	6	826
AT4G20410	1002	2751
AT2G27060	283	4070
AT2G42300	1419	3957
AT4G14920	1626	5599
AT2G43750	1921	3203
AT4G11970	324	3327
AT2G14230	17	2194
AT3G04730	1097	2736
AT2G34890	1225	3076
AT4G27500	3298	3200
AT1G20560	965	2200
AT5G49900	122	5972
AT2G43870	2	2045
AT4G01710	304	1312
AT1G31400	4	1336
AT1G69940	10	1783
AT4G21400	40	3049
AT4G33890	692	1769
AT2G03090	5165	1865
AT4G14840	176	2393
AT4G15110	552	3471
AT2G23540	9	2108
AT1G53300	2421	3490
AT2G42885	358	900
AT2G07699	181	1691
AT2G45950	240	3797
AT4G38580	1076	1758
AT2G27790	98	2450
AT1G14840	1106	3796
AT1G50130	142	2797
AT2G37260	58	2265
AT4G07365	20	200
AT1G79790	229	1353
AT5G64660	175	1642
AT5G27060	19	3500
AT5G47790	663	2203
AT3G17940	1419	1960
AT4G11420	9084	5003
AT1G13060	4208	2710
AT1G66980	735	5016
AT1G49480	3087	2744
AT3G54090	549	2003
AT4G27470	279	1596
AT3G24180	1241	7208
AT3G26170	176	1952
AT3G14530	66	1392
AT3G28890	5	2864
AT4G29940	888	5351
AT3G05335	15	92
AT5G05990	494	1158
AT4G04320	733	3352
AT3G59435	1	1945
AT1G16640	56	1202
AT4G18520	428	2118
AT3G17340	1632	6699
AT1G80910	737	3095
AT3G47580	4	3447
AT3G28230	16	984
AT3G50360	2300	1624
AT5G20910	216	1991
AT3G16420	42	1742
AT1G50450	162	2718
AT1G04425	9	2702
AT2G03690	409	1367
AT3G15480	1107	1774
AT1G14530	455	2868
AT2G39750	1313	3612
AT2G45540	3168	15388
AT1G20380	283	3800
AT4G03130	64	2993
AT3G12320	240	1987
AT3G14460	49	4460
AT4G35930	423	2183
AT5G55250	92	3547
AT3G53360	130	2959
AT3G58780	2272	4311
AT5G14890	46	2604
AT5G12310	1139	2349
AT3G44720	327	1902
AT3G05640	141	2903
AT3G58690	439	2272
AT5G64250	735	1901
AT1G05057	18	194
AT4G27590	57	1409
AT1G79550	9214	2613
AT5G50210	107	3437
AT1G60230	290	2347
AT5G62600	947	9913
AT1G08153	2	336
AT4G19840	257	2138
AT1G09450	655	4197
AT1G66630	2	1428
AT2G39290	769	2021
AT5G53020	168	4109
AT4G15910	2587	1215
AT3G22780	2938	3702
AT5G59510	2	1069
AT5G23760	107	1265
AT1G07400	267	857
AT3G59830	9	2794
AT4G14930	864	3313
AT1G03190	597	4517
AT5G08740	389	3182
AT2G16950	1935	7483
AT4G30360	837	3325
AT2G35615	1609	1442
AT3G55000	1301	2418
AT3G33528	12	1706
AT5G53130	980	3308
AT1G63522	6	458
AT2G21010	81	926
AT1G79710	245	2239
AT2G17975	153	2047
AT2G43795	1	1491
AT4G16240	18	452
AT4G25550	1691	2906
AT2G47370	117	1536
AT1G19700	555	3298
AT3G58810	123	2175
AT2G17900	265	3605
AT1G48130	1	1298
AT3G55890	6	1831
AT5G06530	176	5311
AT2G46970	210	2427
AT2G14850	319	1766
AT5G58080	42	2564
AT3G22110	4147	1713
AT3G15395	413	875
AT5G23155	33	2220
AT3G10810	1262	2998
AT5G58510	726	6528
AT4G00190	357	1607
AT1G21660	1200	3603
AT5G22930	77	1780
AT3G24800	700	2511
AT5G54940	1234	1471
AT1G52155	97	2440
AT3G50820	480	1634
AT4G03560	2184	6051
AT4G38905	7	1104
AT1G28400	1260	1757
AT5G47670	3	1391
AT1G52710	70	2227
AT2G14475	12	1296
AT5G14480	241	2439
AT1G69390	701	1950
AT4G13650	185	3976
AT4G38600	6796	9077
AT1G08460	642	2523
AT1G80900	337	2249
AT1G08310	1	1805
AT4G16760	3858	4360
AT1G43005	6	1145
AT2G23120	1655	792
AT3G22220	1915	3370
AT1G77180	4568	2558
AT5G08380	667	3112
AT4G33590	1	1527
AT2G34750	2526	4187
AT5G52410	735	3633
AT1G34580	56	3373
AT4G04950	2721	2466
AT1G43130	1043	3065
AT5G24900	3	3012
AT1G55980	370	2985
AT4G32900	340	2472
AT1G76260	499	3070
AT2G26430	1207	2930
AT3G43920	963	7459
